epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,114.577,1.54219,2.78608,0.02916,0.32974,0.70254,0.5264,0.22131,1.74384,3.25731,0.0495,0.000700384,0.000700384,0.000700384
17,121.237,1.56255,3.03936,0.02887,0.25288,0.4671,0.26876,0.10582,1.60706,3.94357,0.04572,0.000739195,0.000739195,0.000739195
18,127.974,1.34599,3.05826,0.0232,0.17903,0.28571,0.22147,0.10961,1.51951,3.39666,0.04505,0.000777299,0.000777299,0.000777299
19,134.443,1.29169,2.32531,0.02455,0.79942,0.2381,0.3818,0.10446,1.72337,2.97991,0.05054,0.000814696,0.000814696,0.000814696
20,140.419,1.36706,2.35748,0.02666,0.57752,0.45238,0.54214,0.23258,1.48886,2.63834,0.04317,0.000851386,0.000851386,0.000851386
21,146.31,1.42192,2.21269,0.02348,0.49733,0.52381,0.56231,0.25716,1.63285,2.44275,0.04769,0.000887368,0.000887368,0.000887368
22,152.82,1.47069,2.38083,0.02897,0.63424,0.42857,0.50529,0.1599,1.72456,2.71338,0.05689,0.000922643,0.000922643,0.000922643
23,158.626,1.58931,1.68308,0.03173,0.96551,0.21429,0.287,0.15515,1.40773,2.92419,0.04669,0.00095721,0.00095721,0.00095721
24,164.453,1.67363,2.1055,0.03061,0.08155,0.28571,0.22331,0.14335,1.51022,2.56666,0.05327,0.000991071,0.000991071,0.000991071
25,170.21,1.66379,2.02334,0.03189,0.38228,0.52381,0.50322,0.21542,2.03161,2.4023,0.06671,0.00102422,0.00102422,0.00102422
26,176.141,1.81547,1.67765,0.04436,0.49507,0.45099,0.38227,0.17603,1.7951,2.22243,0.05573,0.00105667,0.00105667,0.00105667
27,182.081,1.70921,1.83276,0.03277,0.72524,0.42857,0.5062,0.21544,2.11154,2.09323,0.06514,0.00108841,0.00108841,0.00108841
28,188.532,1.6153,1.88222,0.03167,0.46427,0.35485,0.33972,0.16996,1.67581,2.7321,0.05431,0.00111944,0.00111944,0.00111944
29,194.643,1.57602,1.85608,0.03136,0.46427,0.35485,0.33972,0.16996,1.67581,2.7321,0.05431,0.00114976,0.00114976,0.00114976
30,200.636,1.53567,1.52152,0.03056,0.52451,0.54762,0.50469,0.13837,2.36388,2.71316,0.07288,0.00117938,0.00117938,0.00117938
31,207.049,1.5252,1.63478,0.02932,0.41616,0.73429,0.4922,0.13941,2.93905,2.50394,0.0982,0.00120829,0.00120829,0.00120829
32,213.283,1.3911,1.47565,0.03037,0.47346,0.71429,0.5651,0.20026,2.38687,2.08395,0.07718,0.00123649,0.00123649,0.00123649
33,219.716,1.4351,1.87982,0.0285,0.47346,0.71429,0.5651,0.20026,2.38687,2.08395,0.07718,0.00126399,0.00126399,0.00126399
34,225.875,1.42855,1.5438,0.02558,0.43955,0.78571,0.63324,0.20023,2.19699,1.97575,0.06961,0.00127799,0.00127799,0.00127799
35,232.309,1.4589,1.59509,0.02702,0.23411,0.38095,0.23666,0.07989,1.92771,2.76024,0.05982,0.00126621,0.00126621,0.00126621
36,238.875,1.54052,1.65175,0.02713,0.40116,0.40261,0.44143,0.1167,1.97983,2.76401,0.06222,0.00125442,0.00125442,0.00125442
37,245.515,1.58797,1.46068,0.02843,0.40116,0.40261,0.44143,0.1167,1.97983,2.76401,0.06222,0.00124263,0.00124263,0.00124263
38,251.733,1.52024,1.65213,0.03233,0.7854,0.32036,0.53435,0.18399,1.8497,2.05852,0.05403,0.00123084,0.00123084,0.00123084
39,258.385,1.5287,1.60326,0.02715,0.53573,0.47619,0.58182,0.19686,2.16235,2.65069,0.06007,0.00121905,0.00121905,0.00121905
40,265.116,1.47677,1.39382,0.03021,0.24991,0.47619,0.30674,0.11159,2.08051,2.75293,0.056,0.00120727,0.00120727,0.00120727
41,270.838,1.39096,1.45775,0.02332,0.24991,0.47619,0.30674,0.11159,2.08051,2.75293,0.056,0.00119548,0.00119548,0.00119548
42,276.417,1.4133,1.87587,0.02771,1,0.31255,0.39657,0.14382,2.33234,2.86766,0.07076,0.00118369,0.00118369,0.00118369
43,282.076,1.50083,1.47577,0.03072,0.30289,0.47619,0.34239,0.1211,2.18865,2.36142,0.06739,0.0011719,0.0011719,0.0011719
44,288.196,1.41499,1.52798,0.02945,0.33128,0.2381,0.2497,0.11749,2.38416,2.40638,0.07953,0.00116011,0.00116011,0.00116011
45,294.259,1.28511,1.49897,0.02554,0.33128,0.2381,0.2497,0.11749,2.38416,2.40638,0.07953,0.00114832,0.00114832,0.00114832
46,300.288,1.36377,1.40557,0.02285,0.66904,0.47619,0.47897,0.15339,2.52114,2.2194,0.08289,0.00113654,0.00113654,0.00113654
47,306.263,1.26767,1.13102,0.0252,0.7251,0.46063,0.5745,0.17784,2.16193,2.78674,0.06277,0.00112475,0.00112475,0.00112475
48,312.419,1.36185,1.30071,0.02408,0.80898,0.61439,0.75743,0.29676,2.17365,2.19138,0.05928,0.00111296,0.00111296,0.00111296
49,318.017,1.27425,1.54652,0.02437,0.80898,0.61439,0.75743,0.29676,2.17365,2.19138,0.05928,0.00110117,0.00110117,0.00110117
50,323.642,1.31321,1.32585,0.02272,0.45097,0.77783,0.5527,0.27242,1.7862,2.02715,0.05222,0.00108938,0.00108938,0.00108938
51,329.403,1.52475,1.1307,0.02633,0.59284,0.64286,0.56146,0.28012,1.57665,2.09891,0.0491,0.0010776,0.0010776,0.0010776
52,335.159,1.52558,1.30652,0.03142,0.79198,0.76222,0.77271,0.30909,1.61457,1.79203,0.0513,0.00106581,0.00106581,0.00106581
53,341.111,1.53578,1.17452,0.02815,0.79198,0.76222,0.77271,0.30909,1.61457,1.79203,0.0513,0.00105402,0.00105402,0.00105402
54,347.139,1.47769,1.04343,0.02754,0.57883,0.64286,0.53454,0.24711,1.72656,1.91208,0.05322,0.00104223,0.00104223,0.00104223
55,353.155,1.5753,1.22667,0.02718,0.86249,0.50869,0.7385,0.34738,1.4725,1.98064,0.04367,0.00103044,0.00103044,0.00103044
56,358.818,1.41944,1.15567,0.02177,0.43389,0.64286,0.44377,0.21253,1.85881,1.87171,0.05966,0.00101866,0.00101866,0.00101866
57,364.347,1.33459,1.01961,0.02595,0.43389,0.64286,0.44377,0.21253,1.85881,1.87171,0.05966,0.00100687,0.00100687,0.00100687
58,370.119,1.37128,1.3339,0.02477,0.51619,0.7038,0.53219,0.22509,1.60763,2.03018,0.0528,0.00099508,0.00099508,0.00099508
59,375.773,1.48514,1.03762,0.02554,0.8583,0.69945,0.7156,0.34218,1.63528,1.56639,0.05613,0.000983292,0.000983292,0.000983292
60,381.683,1.38375,0.97596,0.02699,0.46653,0.71429,0.56563,0.24879,1.50056,1.74122,0.04718,0.000971504,0.000971504,0.000971504
61,387.458,1.20638,0.82958,0.02082,0.46653,0.71429,0.56563,0.24879,1.50056,1.74122,0.04718,0.000959716,0.000959716,0.000959716
62,394.424,1.30807,1.10214,0.02597,0.43071,0.92857,0.59582,0.24736,1.63719,1.58053,0.05285,0.000947928,0.000947928,0.000947928
63,400.225,1.36102,1.03125,0.03007,0.67493,0.70505,0.82383,0.35544,1.77384,1.45046,0.0621,0.00093614,0.00093614,0.00093614
64,406.224,1.19517,1.21877,0.02051,0.76148,0.81363,0.79829,0.39031,1.8966,1.12807,0.06414,0.000924352,0.000924352,0.000924352
65,412.06,1.31972,1.03044,0.02412,0.76148,0.81363,0.79829,0.39031,1.8966,1.12807,0.06414,0.000912563,0.000912563,0.000912563
66,417.646,1.49653,1.10681,0.02909,0.72009,0.67147,0.74237,0.43381,1.58037,1.22264,0.0514,0.000900775,0.000900775,0.000900775
67,423.32,1.2983,1.42598,0.02531,0.8269,0.60274,0.75967,0.48763,1.5149,1.04411,0.04382,0.000888987,0.000888987,0.000888987
68,430.508,1.06983,0.77792,0.01882,0.7268,0.78571,0.74619,0.47045,1.56388,1.0942,0.04426,0.000877199,0.000877199,0.000877199
69,437.183,1.44526,0.86248,0.02469,0.7268,0.78571,0.74619,0.47045,1.56388,1.0942,0.04426,0.000865411,0.000865411,0.000865411
70,443.868,1.19647,0.96506,0.01999,0.64719,0.92857,0.86972,0.54153,1.58015,1.09322,0.04648,0.000853623,0.000853623,0.000853623
71,450.928,1.37388,1.04721,0.02762,0.50387,0.71677,0.81489,0.5726,1.38605,1.42742,0.04018,0.000841835,0.000841835,0.000841835
72,459.153,1.27555,1.14577,0.02359,0.84784,0.64032,0.83417,0.54127,1.32218,1.37459,0.03895,0.000830047,0.000830047,0.000830047
73,466.15,1.3465,1.08389,0.02199,0.84784,0.64032,0.83417,0.54127,1.32218,1.37459,0.03895,0.000818259,0.000818259,0.000818259
74,473.779,1.33261,0.99207,0.02723,0.87301,0.67841,0.8121,0.52494,1.39311,1.18883,0.04167,0.000806471,0.000806471,0.000806471
75,480.062,1.2449,0.89933,0.0208,0.78843,0.68152,0.75022,0.49513,1.38848,1.21812,0.04024,0.000794683,0.000794683,0.000794683
76,486.007,1.18872,1.21127,0.02191,0.74514,0.75597,0.79873,0.45138,1.59982,1.34943,0.04745,0.000782895,0.000782895,0.000782895
77,491.979,1.23317,1.20855,0.0234,0.74514,0.75597,0.79873,0.45138,1.59982,1.34943,0.04745,0.000771107,0.000771107,0.000771107
78,498.016,1.13575,0.85508,0.02105,0.69383,0.76195,0.74703,0.39724,1.64052,1.4807,0.04957,0.000759318,0.000759318,0.000759318
79,504.221,1.33521,0.96485,0.02272,0.83771,0.69605,0.76456,0.45934,1.5645,1.37572,0.044,0.00074753,0.00074753,0.00074753
80,510.832,1.02187,0.78397,0.01847,0.86495,0.76314,0.7728,0.49226,1.38353,1.34411,0.03693,0.000735742,0.000735742,0.000735742
81,516.749,1.12617,0.82786,0.02072,0.86495,0.76314,0.7728,0.49226,1.38353,1.34411,0.03693,0.000723954,0.000723954,0.000723954
82,522.905,1.32471,0.88745,0.02075,0.72943,0.84738,0.74605,0.50909,1.31491,1.31603,0.03484,0.000712166,0.000712166,0.000712166
83,529.334,1.01413,0.75977,0.01668,0.77584,0.84543,0.73198,0.49645,1.25151,1.33954,0.03292,0.000700378,0.000700378,0.000700378
84,534.253,1.23432,1.16582,0.0216,0.67198,0.8251,0.74383,0.49762,1.34369,1.26693,0.03734,0.00068859,0.00068859,0.00068859
85,539.378,1.09234,0.90316,0.01785,0.67198,0.8251,0.74383,0.49762,1.34369,1.26693,0.03734,0.000676802,0.000676802,0.000676802
86,544.359,1.37637,0.71581,0.0268,0.8507,0.85714,0.88257,0.5506,1.51427,1.06137,0.04188,0.000665014,0.000665014,0.000665014
87,549.39,1.06183,0.56136,0.01807,0.87202,0.84508,0.86829,0.53788,1.54052,1.0735,0.04157,0.000653226,0.000653226,0.000653226
88,554.498,1.0334,0.7403,0.01721,0.85072,0.91364,0.8911,0.56827,1.49546,0.91156,0.04019,0.000641438,0.000641438,0.000641438
89,559.649,1.09979,0.68637,0.01957,0.85072,0.91364,0.8911,0.56827,1.49546,0.91156,0.04019,0.00062965,0.00062965,0.00062965
90,564.767,0.94904,0.55062,0.01563,0.87205,0.92857,0.89086,0.58144,1.41974,0.88571,0.0382,0.000617862,0.000617862,0.000617862
91,570.329,1.11737,0.63785,0.02055,0.99661,0.84688,0.9226,0.60649,1.35815,0.95994,0.03681,0.000606074,0.000606074,0.000606074
92,575.636,1.11189,0.85575,0.02231,1,0.91957,0.93211,0.60799,1.39319,0.87767,0.03741,0.000594286,0.000594286,0.000594286
93,581.116,1.10923,0.7387,0.02004,1,0.91957,0.93211,0.60799,1.39319,0.87767,0.03741,0.000582497,0.000582497,0.000582497
94,587.509,1.10114,0.89715,0.01892,0.98863,0.89209,0.93189,0.56248,1.5013,0.81202,0.04015,0.000570709,0.000570709,0.000570709
95,593.453,1.06018,0.72474,0.01754,0.85691,0.85714,0.9244,0.50254,1.66915,1.00491,0.04466,0.000558921,0.000558921,0.000558921
96,599.143,1.29875,0.84158,0.02962,0.91596,0.85714,0.92074,0.50033,1.71572,0.92012,0.04555,0.000547133,0.000547133,0.000547133
97,604.812,1.09982,0.97668,0.01878,0.91596,0.85714,0.92074,0.50033,1.71572,0.92012,0.04555,0.000535345,0.000535345,0.000535345
98,610.154,1.07261,0.66034,0.01845,0.75218,0.92857,0.83329,0.49954,1.64234,0.90632,0.04383,0.000523557,0.000523557,0.000523557
99,615.881,0.99598,0.51613,0.01837,0.70905,0.89157,0.83517,0.5193,1.46392,0.95923,0.03932,0.000511769,0.000511769,0.000511769
100,620.965,1.07885,0.76787,0.02289,0.76314,0.7619,0.80261,0.50543,1.3296,0.79447,0.03655,0.000499981,0.000499981,0.000499981
101,626.728,0.96296,0.66859,0.01716,0.76314,0.7619,0.80261,0.50543,1.3296,0.79447,0.03655,0.000488193,0.000488193,0.000488193
102,632.117,1.09668,0.79867,0.02343,0.67588,0.98528,0.80261,0.51272,1.28615,0.74075,0.03539,0.000476405,0.000476405,0.000476405
103,637.235,1.06474,0.93566,0.02134,0.7263,0.97811,0.80942,0.52772,1.2845,0.69451,0.0345,0.000464617,0.000464617,0.000464617
104,643.123,1.22568,0.69512,0.02202,0.77439,0.91685,0.85507,0.53242,1.34258,0.74218,0.03495,0.000452829,0.000452829,0.000452829
105,648.064,1.16507,0.65607,0.01867,0.77439,0.91685,0.85507,0.53242,1.34258,0.74218,0.03495,0.000441041,0.000441041,0.000441041
106,654.246,0.89813,0.63153,0.0184,0.76046,0.92857,0.85507,0.52534,1.41643,0.73727,0.03586,0.000429253,0.000429253,0.000429253
107,659.301,0.89009,0.5377,0.01703,0.77644,0.92857,0.84517,0.54066,1.44362,0.72114,0.03592,0.000417464,0.000417464,0.000417464
108,664.857,1.00196,0.90213,0.01855,0.72326,0.88067,0.81229,0.49736,1.54546,0.87979,0.03868,0.000405676,0.000405676,0.000405676
109,669.842,1.22967,0.73547,0.0174,0.72326,0.88067,0.81229,0.49736,1.54546,0.87979,0.03868,0.000393888,0.000393888,0.000393888
110,675.362,0.97664,0.58532,0.01995,0.8623,0.92857,0.83563,0.5336,1.58249,0.75344,0.03983,0.0003821,0.0003821,0.0003821
111,680.507,0.8713,0.5998,0.01567,0.84268,0.9178,0.82945,0.51976,1.54192,0.82469,0.03898,0.000370312,0.000370312,0.000370312
112,686.4,1.09083,0.78846,0.02094,0.84159,0.92857,0.82513,0.52306,1.46846,0.82557,0.03691,0.000358524,0.000358524,0.000358524
113,691.614,0.98094,0.64504,0.01788,0.84159,0.92857,0.82513,0.52306,1.46846,0.82557,0.03691,0.000346736,0.000346736,0.000346736
114,696.635,1.16815,0.88935,0.03099,0.83234,0.92857,0.82193,0.54676,1.38815,0.8147,0.03442,0.000334948,0.000334948,0.000334948
115,702.076,0.90057,0.61001,0.01453,0.83802,0.92311,0.8229,0.56558,1.27858,0.83803,0.03106,0.00032316,0.00032316,0.00032316
116,707.777,0.84235,0.50054,0.01379,0.78338,0.85714,0.80891,0.57696,1.19299,0.91086,0.0283,0.000311372,0.000311372,0.000311372
117,712.91,0.92829,0.82548,0.01563,0.78338,0.85714,0.80891,0.57696,1.19299,0.91086,0.0283,0.000299584,0.000299584,0.000299584
118,718.611,1.06075,0.6085,0.01847,0.85863,0.84641,0.81641,0.5661,1.22346,0.87092,0.02987,0.000287796,0.000287796,0.000287796
119,724.612,0.88312,0.55616,0.01364,0.86448,0.85461,0.82125,0.56989,1.22737,0.84114,0.03017,0.000276008,0.000276008,0.000276008
120,730.841,0.98374,0.5528,0.01476,0.83528,0.9187,0.83125,0.56901,1.22522,0.80316,0.03009,0.00026422,0.00026422,0.00026422
121,736.994,0.87432,0.57577,0.01532,0.83528,0.9187,0.83125,0.56901,1.22522,0.80316,0.03009,0.000252431,0.000252431,0.000252431
122,742.18,0.94736,0.66423,0.01521,0.8578,0.84945,0.82125,0.55864,1.20544,0.80972,0.02968,0.000240643,0.000240643,0.000240643
123,747.722,0.9342,0.653,0.01667,0.8422,0.92088,0.83563,0.56984,1.21289,0.78554,0.02962,0.000228855,0.000228855,0.000228855
124,752.967,0.87441,0.60106,0.01627,0.83465,0.92073,0.83125,0.57644,1.2111,0.77492,0.02926,0.000217067,0.000217067,0.000217067
125,758.382,0.92936,0.5289,0.01666,0.83465,0.92073,0.83125,0.57644,1.2111,0.77492,0.02926,0.000205279,0.000205279,0.000205279
126,763.35,0.9042,0.6571,0.01419,0.82643,0.91998,0.83563,0.5873,1.21823,0.79842,0.02969,0.000193491,0.000193491,0.000193491
127,768.321,0.9367,0.61549,0.01445,0.84191,0.85714,0.81579,0.56746,1.24635,0.90663,0.03123,0.000181703,0.000181703,0.000181703
128,773.466,0.88873,0.64913,0.0182,0.85892,0.87747,0.82785,0.57217,1.28648,0.82841,0.03237,0.000169915,0.000169915,0.000169915
129,778.865,0.8898,0.95908,0.01352,0.85892,0.87747,0.82785,0.57217,1.28648,0.82841,0.03237,0.000158127,0.000158127,0.000158127
130,783.91,0.79696,0.59791,0.01277,0.8576,0.92312,0.82396,0.56603,1.30802,0.83003,0.03308,0.000146339,0.000146339,0.000146339
131,800.5,0.87524,0.43041,0.02853,0.85046,0.92857,0.86477,0.58366,1.32335,0.7997,0.03348,0.000134551,0.000134551,0.000134551
132,806.194,0.82004,0.43016,0.02279,0.85378,0.9231,0.86583,0.58556,1.29137,0.83701,0.03237,0.000122763,0.000122763,0.000122763
133,810.99,0.65241,0.47034,0.01762,0.85378,0.9231,0.86583,0.58556,1.29137,0.83701,0.03237,0.000110975,0.000110975,0.000110975
134,816.109,0.62861,0.41953,0.01997,0.85884,0.91517,0.86583,0.58811,1.27161,0.82187,0.03145,9.91865e-05,9.91865e-05,9.91865e-05
135,821.941,0.72502,0.44013,0.02094,0.85807,0.92857,0.86972,0.5894,1.27362,0.80693,0.03141,8.73984e-05,8.73984e-05,8.73984e-05
136,827.269,0.61566,0.63527,0.01663,0.84931,0.92659,0.83125,0.56958,1.28392,0.80334,0.03156,7.56104e-05,7.56104e-05,7.56104e-05
137,832.406,0.69628,0.42034,0.01808,0.84931,0.92659,0.83125,0.56958,1.28392,0.80334,0.03156,6.38223e-05,6.38223e-05,6.38223e-05
138,837.988,0.73342,0.39195,0.01815,0.83423,0.91766,0.83125,0.57004,1.28867,0.81095,0.03158,5.20342e-05,5.20342e-05,5.20342e-05
139,843.706,0.61941,0.42699,0.01657,0.83685,0.91702,0.83125,0.55446,1.29674,0.80025,0.03183,4.02461e-05,4.02461e-05,4.02461e-05
140,849.013,0.52318,0.30575,0.01459,0.83452,0.91696,0.83563,0.55759,1.29143,0.79653,0.03155,2.84581e-05,2.84581e-05,2.84581e-05
