epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,268.825,1.41786,1.12435,0.02921,0.84267,0.74036,0.82382,0.49177,1.7949,0.94345,0.04973,0.000800577,0.000800577,0.000800577
65,272.92,1.48873,1.20298,0.02798,0.86305,0.6704,0.82217,0.49246,1.5818,1.15583,0.04561,0.000786824,0.000786824,0.000786824
66,276.918,1.37049,1.07262,0.02427,0.86305,0.6704,0.82217,0.49246,1.5818,1.15583,0.04561,0.000773071,0.000773071,0.000773071
67,281.186,1.28338,1.00217,0.02502,0.73301,0.76164,0.85841,0.5735,1.39896,0.88711,0.04202,0.000759318,0.000759318,0.000759318
68,285.443,1.29379,1.00602,0.02341,0.94463,0.74363,0.88019,0.5991,1.43577,0.76028,0.04055,0.000745566,0.000745566,0.000745566
69,289.485,1.17298,0.98141,0.02032,0.94463,0.74363,0.88019,0.5991,1.43577,0.76028,0.04055,0.000731813,0.000731813,0.000731813
70,293.702,1.31466,0.99406,0.02115,0.94182,0.64189,0.84837,0.55598,1.55427,0.88604,0.04423,0.00071806,0.00071806,0.00071806
71,297.773,1.26109,0.97671,0.02294,0.96065,0.69048,0.82223,0.53699,1.50888,1.01888,0.04223,0.000704307,0.000704307,0.000704307
72,301.909,1.23164,1.14362,0.02415,0.96065,0.69048,0.82223,0.53699,1.50888,1.01888,0.04223,0.000690555,0.000690555,0.000690555
73,306.016,1.21342,0.99554,0.01966,0.89937,0.61905,0.8215,0.53751,1.3916,0.94867,0.03982,0.000676802,0.000676802,0.000676802
74,310.035,1.2399,1.07096,0.02092,0.89937,0.61905,0.8215,0.53751,1.3916,0.94867,0.03982,0.000663049,0.000663049,0.000663049
75,314.37,1.2116,0.96509,0.02396,0.65804,0.69048,0.67625,0.44439,1.40489,1.10877,0.04112,0.000649297,0.000649297,0.000649297
76,318.553,1.3118,0.93962,0.02394,0.60898,0.83058,0.75071,0.43507,1.56071,1.13436,0.0495,0.000635544,0.000635544,0.000635544
77,322.597,1.24463,1.00412,0.02174,0.60898,0.83058,0.75071,0.43507,1.56071,1.13436,0.0495,0.000621791,0.000621791,0.000621791
78,326.766,1.27482,1.00716,0.0202,0.81125,0.8107,0.82977,0.53297,1.55752,0.98853,0.04766,0.000608038,0.000608038,0.000608038
79,331.092,1.16871,0.83201,0.02133,0.77774,0.84786,0.85883,0.55263,1.43722,0.82405,0.04261,0.000594286,0.000594286,0.000594286
80,335.187,1.09615,1.00251,0.0195,0.77774,0.84786,0.85883,0.55263,1.43722,0.82405,0.04261,0.000580533,0.000580533,0.000580533
81,339.25,0.98284,0.92234,0.01693,0.80983,0.73264,0.88625,0.57808,1.29119,0.77948,0.03573,0.00056678,0.00056678,0.00056678
82,343.343,1.26016,0.93768,0.02496,0.80983,0.73264,0.88625,0.57808,1.29119,0.77948,0.03573,0.000553027,0.000553027,0.000553027
83,347.476,1.22125,1.08194,0.02162,0.87136,0.7619,0.86623,0.59018,1.2474,0.7708,0.0341,0.000539275,0.000539275,0.000539275
84,351.626,1.12977,0.82231,0.01881,0.92052,0.73828,0.908,0.63811,1.21673,0.70619,0.03271,0.000525522,0.000525522,0.000525522
85,355.995,0.99653,0.88462,0.0176,0.92052,0.73828,0.908,0.63811,1.21673,0.70619,0.03271,0.000511769,0.000511769,0.000511769
86,360.122,1.03342,0.7985,0.01962,0.90107,1,0.995,0.67505,1.28375,0.56047,0.03485,0.000498016,0.000498016,0.000498016
87,364.288,0.995,0.69567,0.01808,1,0.87368,0.995,0.62903,1.30844,0.63358,0.03401,0.000484263,0.000484263,0.000484263
88,368.328,1.14742,0.93364,0.01885,1,0.87368,0.995,0.62903,1.30844,0.63358,0.03401,0.000470511,0.000470511,0.000470511
89,372.472,1.10923,0.9506,0.01736,1,0.79088,0.98625,0.57742,1.45821,0.69934,0.03829,0.000456758,0.000456758,0.000456758
90,376.513,1.2936,0.92247,0.02298,1,0.79088,0.98625,0.57742,1.45821,0.69934,0.03829,0.000443005,0.000443005,0.000443005
91,380.739,1.06191,0.9208,0.01938,0.98584,0.8143,0.97944,0.57256,1.41909,0.81685,0.03815,0.000429253,0.000429253,0.000429253
92,384.871,1.02131,0.68979,0.01894,0.87414,0.82761,0.97944,0.57674,1.34028,0.81005,0.0363,0.0004155,0.0004155,0.0004155
93,388.876,1.08587,0.95746,0.02261,0.87414,0.82761,0.97944,0.57674,1.34028,0.81005,0.0363,0.000401747,0.000401747,0.000401747
94,392.988,1.08325,1.00235,0.02224,0.9788,0.84621,0.97944,0.60563,1.21355,0.77402,0.03279,0.000387994,0.000387994,0.000387994
95,397.136,1.00353,0.95157,0.01725,0.85091,0.92776,0.93819,0.61956,1.08985,0.77838,0.02929,0.000374242,0.000374242,0.000374242
96,401.274,1.00216,0.75644,0.01911,0.85091,0.92776,0.93819,0.61956,1.08985,0.77838,0.02929,0.000360489,0.000360489,0.000360489
97,405.377,1.03929,0.89815,0.01818,0.98822,0.90825,0.97944,0.65358,1.13022,0.70064,0.03065,0.000346736,0.000346736,0.000346736
98,409.38,1.03952,0.85709,0.01911,0.98822,0.90825,0.97944,0.65358,1.13022,0.70064,0.03065,0.000332983,0.000332983,0.000332983
99,413.49,0.93423,0.8923,0.01594,1,0.90933,0.995,0.69614,1.12895,0.56775,0.03104,0.000319231,0.000319231,0.000319231
100,417.663,1.03187,0.76918,0.01803,0.77519,0.98268,0.874,0.64139,1.07405,0.54796,0.02977,0.000305478,0.000305478,0.000305478
101,421.744,1.32928,1.03363,0.02812,0.77519,0.98268,0.874,0.64139,1.07405,0.54796,0.02977,0.000291725,0.000291725,0.000291725
102,425.898,0.81436,0.67102,0.01348,0.84442,1,0.95375,0.70225,1.06152,0.51226,0.02957,0.000277972,0.000277972,0.000277972
103,430.23,1.00931,0.83743,0.01826,0.84596,0.98293,0.995,0.71754,1.04631,0.52686,0.02883,0.00026422,0.00026422,0.00026422
104,434.267,1.07854,0.82887,0.01949,0.84596,0.98293,0.995,0.71754,1.04631,0.52686,0.02883,0.000250467,0.000250467,0.000250467
105,438.437,1.01169,0.92065,0.02171,0.97503,0.96584,0.995,0.73021,1.07206,0.51554,0.02943,0.000236714,0.000236714,0.000236714
106,442.493,0.96893,0.76149,0.01624,0.97503,0.96584,0.995,0.73021,1.07206,0.51554,0.02943,0.000222961,0.000222961,0.000222961
107,446.726,0.91518,0.64976,0.01846,0.98327,0.96338,0.995,0.72991,1.0838,0.50225,0.02968,0.000209209,0.000209209,0.000209209
108,450.814,0.87075,0.84088,0.01534,0.97781,0.97536,0.995,0.72811,1.12514,0.49615,0.03139,0.000195456,0.000195456,0.000195456
109,454.954,1.01398,0.83462,0.0198,0.97781,0.97536,0.995,0.72811,1.12514,0.49615,0.03139,0.000181703,0.000181703,0.000181703
110,459.044,0.95219,0.85983,0.01618,0.97013,1,0.995,0.71408,1.1479,0.47614,0.03199,0.00016795,0.00016795,0.00016795
111,470.655,0.77448,0.79618,0.02145,0.96287,1,0.995,0.71441,1.15392,0.46039,0.03187,0.000154198,0.000154198,0.000154198
112,474.702,0.8216,0.53943,0.01954,0.96287,1,0.995,0.71441,1.15392,0.46039,0.03187,0.000140445,0.000140445,0.000140445
113,478.846,0.77077,0.67291,0.02126,0.98278,1,0.995,0.72584,1.20933,0.42481,0.03318,0.000126692,0.000126692,0.000126692
114,482.839,0.77607,0.50639,0.02148,0.98278,1,0.995,0.72584,1.20933,0.42481,0.03318,0.000112939,0.000112939,0.000112939
115,487.078,0.74783,0.63478,0.0223,0.9733,1,0.995,0.71977,1.13074,0.54472,0.03097,9.91865e-05,9.91865e-05,9.91865e-05
116,491.267,0.8441,0.56549,0.02374,0.95936,1,0.995,0.71179,1.19302,0.4257,0.03262,8.54337e-05,8.54337e-05,8.54337e-05
117,495.26,0.68452,0.49784,0.01713,0.95936,1,0.995,0.71179,1.19302,0.4257,0.03262,7.1681e-05,7.1681e-05,7.1681e-05
118,499.457,0.78963,0.61182,0.01785,0.92971,0.99298,0.995,0.71181,1.15602,0.4791,0.03208,5.79283e-05,5.79283e-05,5.79283e-05
119,503.592,0.6539,0.49332,0.01673,0.91936,0.97139,0.995,0.71159,1.15078,0.45391,0.03199,4.41755e-05,4.41755e-05,4.41755e-05
120,507.637,0.74977,0.61916,0.02077,0.91936,0.97139,0.995,0.71159,1.15078,0.45391,0.03199,3.04227e-05,3.04227e-05,3.04227e-05
